,gpair,_org,_coexpression,_left_tpm,_right_tpm,_left_rpkm,_right_rpkm,_right_gene,_left_gene,_neigh_freq,_strand_switch,_Chromosome,_Feature,_junction_size,_sum_around_junction,_Position,last_Position,count_Position,mean_RPM,median_RPM,mean_coverage,median_coverage,mean_z,median_z,mean_ends_ratio,max_ends_ratio,dataset,ID,junc_counts,glengths,junc_tpm,junc_rpkm
0,RNR1_RNR2,Homo_sapiens,0.17350691444797228,80288.44087181958,845189.8448468156,54990.42657525744,578879.7191790421,RNR2,RNR1,99.6,False,NC_012920.1,gene,70.0,424448.82999999996,1602,1900,299,3629.2636315287264,5062.598438459248,5279.086956521739,7364,1.6650724656681632,2.559735074631872,0.021957436485661685,0.5791962174940898,HS_lung_cancer,gene-HS_0,2320,269,59403.43889569713,5929.190524598447
1,RNR2_ND1,Homo_sapiens,0.004452274427998448,845189.8448468156,1885.7064077165905,578879.7191790421,1291.5408324042799,ND1,RNR2,99.5,False,NC_012920.1,gene,78.0,1120431.73,3230,3528,299,145.1547263367348,149.18303383292462,211.14046822742475,217,-0.5096475983118716,-0.5071331989706831,0.014871987924743386,0.17486338797814208,HS_lung_cancer,gene-HS_1,2692,277,66937.75903996215,6681.207923576055
2,ND1_ND2,Homo_sapiens,0.7489859164721391,1885.7064077165905,1128.9781310839587,1291.5408324042799,773.2494036290883,ND2,ND1,99.4,False,NC_012920.1,gene,208.0,69029.38,4263,4561,299,56.68831125488579,48.123559300943434,82.45819397993311,70,-0.564866792976018,-0.5702127618949276,0.006687317826949705,0.14912280701754385,HS_lung_cancer,gene-HS_2gene-HS_3,53,400,1825.2474748619697,182.18204592500012
3,ND2_COX1,Homo_sapiens,0.15577065196461315,1128.9781310839587,13366.411300044976,773.2494036290883,9154.800506629354,COX1,ND2,99.5,False,NC_012920.1,gene,393.0,35806.869999999995,5512,5810,299,610.3736583767296,734.9154984672647,887.8428093645485,1069,-0.2192660479122611,-0.14152920161383736,0.015262661635456589,0.4648829431438127,HS_lung_cancer,gene-HS_4gene-HS_5,317,400,10917.046217570649,1089.6548784570762
4,COX1_COX2,Homo_sapiens,0.7612977376743655,13366.411300044976,8214.902800326248,9154.800506629354,5626.476294208047,COX2,COX1,99.5,False,NC_012920.1,gene,141.0,373972.61,7446,7744,299,217.7516332343931,160.18270453028313,316.7391304347826,233,-0.4643338741117023,-0.5002673962034184,0.010648404001342374,0.27494908350305497,HS_lung_cancer,gene-HS_6,363,340,7353.6607477790785,733.9853792538852
5,COX2_ATP8,Homo_sapiens,0.12090077204862881,8214.902800326248,528.5447815050612,5626.476294208047,362.00607065582017,ATP8,COX2,99.5,False,NC_012920.1,gene,95.0,197606.90000000002,8272,8526,255,164.83330059718097,120.30889825235857,239.76470588235293,175,-0.4973645751804939,-0.525155931234753,0.0094098671261979,0.6486486486486487,HS_lung_cancer,gene-HS_7,1281,255,34600.69574988062,3453.5730792441755
6,ATP8_ATP6,Homo_sapiens,0.4204918172085039,528.5447815050612,1985.3913279483045,362.00607065582017,1359.816118698779,ATP6,ATP8,99.6,False,NC_012920.1,gene,1.0,50553.56,8527,8825,299,206.92900573178707,211.74366092415107,300.9966555183947,308,-0.47108916960198466,-0.4680839457318651,0.00994707069646342,0.12218649517684887,HS_lung_cancer,gene-HS_8,162,200,5579.058319389416,556.8583290537739
7,ATP6_COX3,Homo_sapiens,0.1681398535195877,1985.3913279483045,21630.5603502422,1359.816118698779,14815.006093102029,COX3,ATP6,99.5,False,NC_012920.1,gene,1.0,96604.81,9207,9505,299,966.0833270442756,993.4077598551892,1405.2541806020067,1445,0.0027617286162617944,0.01981716341688336,0.0164742413903171,0.3703427719821161,HS_lung_cancer,gene-HS_9,65,200,2238.5110540760006,223.43081104009445
8,COX3_ND3,Homo_sapiens,0.1303877121862681,21630.5603502422,1508.5262841704614,14815.006093102029,1033.2060626131538,ND3,COX3,99.5,False,NC_012920.1,gene,69.0,609236.51,9991,10289,299,129.4415679868711,118.93393941518877,188.28428093645485,173,-0.5194554779338382,-0.5260141565806611,0.00759338135260449,0.11206896551724138,HS_lung_cancer,gene-HS_10,166,268,4266.27824312992,425.8268040488597
9,ND3_ND4L,Homo_sapiens,0.9024312242823943,1508.5262841704614,1240.3242982163526,1033.2060626131538,849.511604783369,ND4L,ND3,99.4,False,NC_012920.1,gene,66.0,80358.98999999999,10405,10703,299,144.7500561773002,155.37034860018878,210.55183946488293,226,-0.5099001863735434,-0.5032711849140967,0.009171127206311976,0.1318181818181818,HS_lung_cancer,gene-HS_11,134,265,3482.850290231456,347.6311022278393
10,ND4L_ND4,Homo_sapiens,0.7352597592827768,1240.3242982163526,2133.5154436083617,849.511604783369,1461.267936890559,ND4,ND4L,99.6,False,NC_012920.1,gene,1.0,65703.87999999999,10760,11058,299,188.09804774446155,187.68188127367938,273.60535117056855,273,-0.4828431254263785,-0.4831028892852567,0.010155696749928373,0.14733542319749215,HS_lung_cancer,gene-HS_12,179,200,6164.515056609294,615.2940796334909
11,ND4_ND5,Homo_sapiens,0.8150159583909654,2133.5154436083617,1467.4029969663493,1461.267936890559,1005.0402758451525,ND5,ND4,98.9,False,NC_012920.1,gene,200.0,98314.03000000001,12138,12436,299,139.90780983770225,125.8087336010378,203.50836120401337,183,-0.5129226321569594,-0.5217230298511206,0.0045544059794215015,0.1189801699716714,HS_lung_cancer,gene-HS_13,77,399,1329.210342501269,132.67146674445556
12,ND5_ND6,Homo_sapiens,0.7860763090120888,1467.4029969663493,950.2168383828604,1005.0402758451525,650.8138495937111,ND6,ND5,84.4,True,NC_012920.1,gene,1.0,62385.38,14149,14447,299,109.33911796450386,109.99670697358498,159.04347826086956,160,-0.5320030769292821,-0.5315926213290637,0.009050239982794264,0.11627906976744184,HS_lung_cancer,gene-HS_14,118,200,4063.7585289379695,405.6128569650945
13,ND6_CYTB,Homo_sapiens,0.7070997137071433,950.2168383828604,1737.4291045100194,650.8138495937111,1189.9840943954334,CYTB,ND6,99.2,True,NC_012920.1,gene,74.0,50300.8,14674,14972,299,120.60090456058707,106.55930988066044,175.4247491638796,155,-0.5249736659857062,-0.5337381846938339,0.01016904493281818,0.15352697095435686,HS_lung_cancer,gene-HS_15,100,273,2522.976674078332,251.823962851614
