,gpair,_org,_coexpression,_left_tpm,_right_tpm,_left_rpkm,_right_rpkm,_right_gene,_left_gene,_neigh_freq,_strand_switch,_Chromosome,_Feature,_junction_size,_sum_around_junction,_Position,last_Position,count_Position,mean_RPM,median_RPM,mean_coverage,median_coverage,mean_z,median_z,mean_ends_ratio,max_ends_ratio,dataset,ID,junc_counts,glengths,junc_tpm,junc_rpkm
0,RNR1_RNR2,Homo_sapiens,0.285624085231461,132435.48828387642,794905.692881254,92578.45932996238,555675.4108220572,RNR2,RNR1,99.6,False,NC_012920.1,gene,70.0,575289.68,1602,1900,299,2912.8312205403845,4116.306578707752,5326.347826086957,7527,1.561593581918843,2.4706270365978247,0.021086210359877948,0.5971802618328298,HS_lung_cancer,gene-HS_0,3273,269,65870.98017615367,6653.949836158836
1,RNR2_ND1,Homo_sapiens,0.004310277488502323,794905.692881254,1716.832068061403,555675.4108220572,1200.1440841045965,ND1,RNR2,99.5,False,NC_012920.1,gene,78.0,1181087.53,3230,3528,299,128.01197625838202,133.43680154174194,234.08026755852842,244,-0.5418926599108981,-0.5377950706790987,0.015200578557873032,0.17073170731707318,HS_lung_cancer,gene-HS_1,3481,277,68033.78838143872,6872.425669746162
2,ND1_ND2,Homo_sapiens,0.7375648652800252,1716.832068061403,1003.0416440120804,1200.1440841045965,701.1719536034392,ND2,ND1,99.4,False,NC_012920.1,gene,208.0,74760.03,4263,4561,299,44.23445700541458,39.92166603502935,80.88628762541806,73,-0.6051731975921435,-0.6084308224770328,0.007647315871347597,0.17391304347826084,HS_lung_cancer,gene-HS_2gene-HS_3,40,400,1082.7554944934518,109.37442749323108
3,ND2_COX1,Homo_sapiens,0.12589195097960615,1003.0416440120804,14931.91902991644,701.1719536034392,10438.093871533001,COX1,ND2,99.5,False,NC_012920.1,gene,393.0,35508.3,5512,5810,299,684.5558858413299,844.9174523852101,1251.7658862876253,1545,-0.12151260860753305,-0.00038505261411490583,0.017817947246959783,0.5727482678983834,HS_lung_cancer,gene-HS_4gene-HS_5,553,400,14969.094711371972,1512.1014600939197
4,COX1_COX2,Homo_sapiens,0.6734595278892921,14931.91902991644,7580.653098633408,10438.093871533001,5299.222992873798,COX2,COX1,99.5,False,NC_012920.1,gene,141.0,561842.46,7446,7744,299,207.86445334746173,180.46780536383133,380.09698996655516,330,-0.48157686480937,-0.5022706574941729,0.012490785782891733,0.2705479452054795,HS_lung_cancer,gene-HS_6,681,340,10843.47781985354,1095.3527223954466
5,COX2_ATP8,Homo_sapiens,0.1511630727435903,7580.653098633408,619.8030766797435,5299.222992873798,433.27067895869334,ATP8,COX2,99.5,False,NC_012920.1,gene,95.0,229499.38,8272,8526,255,150.23328225011443,117.57750955522341,274.71372549019605,215,-0.5251080116702367,-0.5497742332647133,0.011058150091428092,0.6484784889821616,HS_lung_cancer,gene-HS_7,1450,255,30784.22484344128,3109.665095395786
6,ATP8_ATP6,Homo_sapiens,0.42407431666600226,619.8030766797435,2303.283997079056,433.27067895869334,1610.1007865192971,ATP6,ATP8,99.6,False,NC_012920.1,gene,1.0,60536.08,8527,8825,299,210.87133560162357,200.15520231261291,385.5953177257525,366,-0.4793056454239769,-0.4873999729051341,0.011110131647892763,0.1072463768115942,HS_lung_cancer,gene-HS_8,219,200,5928.08633235165,598.8249905254402
7,ATP6_COX3,Homo_sapiens,0.21766467839064774,2303.283997079056,18860.315114259527,1610.1007865192971,13184.222283479341,COX3,ATP6,99.5,False,NC_012920.1,gene,1.0,128370.75,9207,9505,299,866.2107146741099,897.417177581961,1583.9364548494984,1641,0.015698606804836195,0.039270106289988435,0.016453134967529044,0.3922724296005239,HS_lung_cancer,gene-HS_9,129,200,3491.8864697413824,352.73252866567026
8,COX3_ND3,Homo_sapiens,0.20795932622134106,18860.315114259527,2188.665961031656,13184.222283479341,1529.9775406567585,ND3,COX3,99.5,False,NC_012920.1,gene,69.0,659081.0599999999,9991,10289,299,130.72073089245353,127.96808016708036,239.0334448160535,234,-0.5398466283356129,-0.5419258163982762,0.009719095092745354,0.165,HS_lung_cancer,gene-HS_10,168,268,3393.7112513973857,342.8153697549034
9,ND3_ND4L,Homo_sapiens,0.6903544974991117,2188.665961031656,1153.7132657930038,1529.9775406567585,806.4983037379666,ND4L,ND3,99.4,False,NC_012920.1,gene,66.0,98004.82,10405,10703,299,119.77963013552196,138.35865077893732,219.0267558528428,253,-0.5481108828145829,-0.5340773995318391,0.0096421351995982,0.15853658536585366,HS_lung_cancer,gene-HS_11,188,265,3840.7176031088484,387.96966733448005
