,gpair,_org,_coexpression,_left_tpm,_right_tpm,_left_rpkm,_right_rpkm,_right_gene,_left_gene,_neigh_freq,_strand_switch,_Chromosome,_Feature,_junction_size,_sum_around_junction,_Position,last_Position,count_Position,mean_RPM,median_RPM,mean_coverage,median_coverage,mean_z,median_z,mean_ends_ratio,max_ends_ratio,dataset,ID,junc_counts,glengths,junc_tpm,junc_rpkm
0,RNR1_RNR2,Homo_sapiens,0.17274972799340815,79990.12226179271,846090.8990043598,54764.095751951434,579264.0603333786,RNR2,RNR1,99.6,False,NC_012920.1,gene,70.0,418260.18000000005,1602,1900,299,3619.5828321428853,5082.043514997597,5264.802675585284,7392,1.6621305284690766,2.5740949541812066,0.021751387119961347,0.5961538461538461,HS_lung_cancer,gene-HS_0,2249,269,57758.83139244339,5747.958138824649
1,RNR2_ND1,Homo_sapiens,0.004288808997246041,846090.8990043598,1818.260215454656,579264.0603333786,1244.8459100391299,ND1,RNR2,99.5,False,NC_012920.1,gene,78.0,1103355.53,3230,3528,299,133.2335822841202,138.8761891273694,193.79264214046822,202,-0.5118947487596726,-0.5083761196644422,0.015546184950859018,0.13846153846153847,HS_lung_cancer,gene-HS_1,2703,277,67413.59676465165,6708.766830097571
2,ND1_ND2,Homo_sapiens,0.754114553365379,1818.260215454656,1100.5638551950665,1244.8459100391299,753.4853384744487,ND2,ND1,99.4,False,NC_012920.1,gene,208.0,62444.090000000004,4263,4561,299,46.12957558649757,40.562847319380175,67.09698996655518,59,-0.5662112554367381,-0.5696825680037924,0.007716446147127572,0.1056338028169014,HS_lung_cancer,gene-HS_2gene-HS_3,49,400,1692.5726024539713,168.43894225844303
3,ND2_COX1,Homo_sapiens,0.15380985900300015,1100.5638551950665,13210.142393792525,753.4853384744487,9044.135481914602,COX1,ND2,99.5,False,NC_012920.1,gene,393.0,31070.83,5512,5810,299,635.1496692382735,743.1938635974569,923.8461538461538,1081,-0.1989088193866253,-0.13153438476731766,0.015245080992167561,0.5300546448087432,HS_lung_cancer,gene-HS_4gene-HS_5,250,400,8635.574502316182,859.3823584614443
4,COX1_COX2,Homo_sapiens,0.7672275694420381,13210.142393792525,8221.456928741833,9044.135481914602,5628.703166531098,COX2,COX1,99.5,False,NC_012920.1,gene,141.0,378516.05000000005,7446,7744,299,216.79199006067907,146.4387538818301,315.33110367892976,213,-0.4597892143991706,-0.5036602390229538,0.010873553838048814,0.29183673469387755,HS_lung_cancer,gene-HS_6,350,340,7111.649590142735,707.7266481447188
5,COX2_ATP8,Homo_sapiens,0.12190142898804313,8221.456928741833,533.6287261201998,5628.703166531098,365.3412924860246,ATP8,COX2,99.5,False,NC_012920.1,gene,95.0,190595.62999999998,8272,8526,255,161.8388857454592,112.06345954337236,235.4,163,-0.4940569911711955,-0.5250960601206286,0.009980749322808503,0.6508313539192399,HS_lung_cancer,gene-HS_7,1268,255,34352.65402019425,3418.656723228585
6,ATP8_ATP6,Homo_sapiens,0.42778824738735666,533.6287261201998,1961.1977651602213,365.3412924860246,1342.70606373418,ATP6,ATP8,99.6,False,NC_012920.1,gene,1.0,50169.33,8527,8825,299,202.73605866997715,211.06430723813077,294.88628762541805,307,-0.4685542427851297,-0.4633608953593249,0.009937126262218864,0.12292358803986712,HS_lung_cancer,gene-HS_8,173,200,5975.817555602796,594.6925920553192
7,ATP6_COX3,Homo_sapiens,0.16701900107029777,1961.1977651602213,21523.528554508746,1342.70606373418,14735.776685291949,COX3,ATP6,99.5,False,NC_012920.1,gene,1.0,94957.9,9207,9505,299,963.549847385535,979.0083827592773,1401.515050167224,1424,0.005875680722620538,0.01551534796273209,0.016589515705707734,0.37211036539895603,HS_lung_cancer,gene-HS_9,83,200,2867.0107347689723,285.31494300919945
8,COX3_ND3,Homo_sapiens,0.1322243110265311,21523.528554508746,1523.7020969814166,14735.776685291949,1043.1808975543545,ND3,COX3,99.5,False,NC_012920.1,gene,69.0,604808.95,9991,10289,299,130.39618340695256,115.50098897721813,189.66555183946488,168,-0.5136641001465978,-0.5229524780108611,0.008033397720138115,0.11353711790393012,HS_lung_cancer,gene-HS_10,161,268,4150.23132797882,413.0165961560971
9,ND3_ND4L,Homo_sapiens,0.9162505082519261,1523.7020969814166,1288.2062057827302,1043.1808975543545,881.9519961584116,ND4L,ND3,99.4,False,NC_012920.1,gene,66.0,74463.51000000001,10405,10703,299,143.60135500466245,161.56388339075153,208.87290969899666,235,-0.5054295904098788,-0.4942284777399768,0.009343196000647876,0.17180616740088106,HS_lung_cancer,gene-HS_11,97,265,2528.756910866927,251.65309817587956
10,ND4L_ND4,Homo_sapiens,0.7540355677154583,1288.2062057827302,2128.6252036047,881.9519961584116,1457.3328702849806,ND4,ND4L,99.6,False,NC_012920.1,gene,1.0,65793.21,10760,11058,299,189.13309938527377,189.7516247482869,275.10033444816054,276,-0.4770368058362232,-0.4766511044398834,0.010870235584228186,0.15548780487804878,HS_lung_cancer,gene-HS_12,195,200,6735.748111806621,670.3182395999264
11,ND4_ND5,Homo_sapiens,0.8117597985974198,2128.6252036047,1454.1945008491705,1457.3328702849806,995.5935137319336,ND5,ND4,98.9,False,NC_012920.1,gene,200.0,97618.47,12138,12436,299,134.13722714532517,127.18858905229376,195.10702341137124,185,-0.5113312519241285,-0.5156642988376516,0.004548700713738357,0.12420382165605096,HS_lung_cancer,gene-HS_13,102,399,1766.0723794210535,175.75338458760362
12,ND5_ND6,Homo_sapiens,0.8076753304079142,1454.1945008491705,985.064767931496,995.5935137319336,674.410536544981,ND6,ND5,84.4,True,NC_012920.1,gene,1.0,58834.9,14149,14447,299,120.1801678386737,123.06355373167881,174.80602006688963,179,-0.5200346254400402,-0.5182365973693727,0.008845698305295776,0.11428571428571427,HS_lung_cancer,gene-HS_14,132,200,4559.583337222944,453.7538852676426
13,ND6_CYTB,Homo_sapiens,0.7501116968992941,985.064767931496,1641.3834583884448,674.410536544981,1123.7497623352103,CYTB,ND6,99.2,True,NC_012920.1,gene,74.0,52371.83,14674,14972,299,118.01647874352392,102.43837712860416,171.65886287625418,149,-0.5213838634101349,-0.5310980900279776,0.011321782242719973,0.2301587301587301,HS_lung_cancer,gene-HS_15,108,273,2733.016985348417,271.98035080977576
