,gpair,_org,_coexpression,_left_tpm,_right_tpm,_left_rpkm,_right_rpkm,_right_gene,_left_gene,_neigh_freq,_strand_switch,_Chromosome,_Feature,_junction_size,_sum_around_junction,_Position,last_Position,count_Position,mean_RPM,median_RPM,mean_coverage,median_coverage,mean_z,median_z,mean_ends_ratio,max_ends_ratio,dataset,ID,junc_counts,glengths,junc_tpm,junc_rpkm
0,RNR1_RNR2,Homo_sapiens,0.2690010197669035,124585.9547294393,801700.1600027381,86862.5599583826,558953.2814362064,RNR2,RNR1,99.6,False,NC_012920.1,gene,70.0,543183.3200000001,1602,1900,299,3193.7960000398366,4531.984833591464,5305.86287625418,7529,1.5929262462517917,2.5221339423096616,0.02263014246598254,0.559463986599665,HS_lung_cancer,gene-HS_0,3044,269,66575.66144014894,6811.5118856172085
1,RNR2_ND1,Homo_sapiens,0.004397043250543353,801700.1600027381,1766.4386924148027,558953.2814362064,1231.5785287828353,ND1,RNR2,99.5,False,NC_012920.1,gene,78.0,1168289.6,3230,3528,299,143.1603843005956,143.26104268757715,237.83277591973246,238,-0.5253652989629147,-0.5252954040829765,0.014522334220858845,0.1751412429378531,HS_lung_cancer,gene-HS_1,3474,277,73785.86397077263,7549.2045975281835
2,ND1_ND2,Homo_sapiens,0.7488354847501909,1766.4386924148027,1057.2326487790663,1231.5785287828353,737.1130601676981,ND2,ND1,99.4,False,NC_012920.1,gene,208.0,73139.81,4263,4561,299,54.293120770091654,50.56272094855665,90.19732441471572,84,-0.5870726926653314,-0.589662996915848,0.007523982960533254,0.24770642201834864,HS_lung_cancer,gene-HS_2gene-HS_3,41,400,1206.0824080542093,123.3971166006442
3,ND2_COX1,Homo_sapiens,0.1386238211449532,1057.2326487790663,14196.028155127964,737.1130601676981,9897.611247380131,COX1,ND2,99.5,False,NC_012920.1,gene,393.0,36663.0,5512,5810,299,654.4204371216482,836.0907071136331,1087.190635451505,1389,-0.17035802057499017,-0.044210343364566654,0.017102912808612702,0.5995316159250585,HS_lung_cancer,gene-HS_4gene-HS_5,561,400,16502.73733947345,1688.433717389302
4,COX1_COX2,Homo_sapiens,0.6893913734259952,14196.028155127964,7467.232512150074,9897.611247380131,5206.228368345535,COX2,COX1,99.5,False,NC_012920.1,gene,141.0,504032.06,7446,7744,299,201.49393272412553,169.74627747015444,334.74247491638795,282,-0.48485981814101314,-0.5069046632735846,0.011294101552752789,0.2868217054263566,HS_lung_cancer,gene-HS_6,520,340,8998.032312599553,920.6097651697987
5,COX2_ATP8,Homo_sapiens,0.13539068709403357,7467.232512150074,542.2013788697029,5206.228368345535,378.02816444170486,ATP8,COX2,99.5,False,NC_012920.1,gene,95.0,211418.21,8272,8526,255,153.82208907057642,112.56224782595348,255.54509803921567,187,-0.5179620552076449,-0.5466119445665898,0.010131488567842779,0.6172413793103448,HS_lung_cancer,gene-HS_7,1363,255,31446.969338649207,3217.4131023754762
6,ATP8_ATP6,Homo_sapiens,0.3850067842605157,542.2013788697029,2274.379528456965,378.02816444170486,1585.7199038827814,ATP6,ATP8,99.6,False,NC_012920.1,gene,1.0,54748.94,8527,8825,299,200.4027958092458,213.08575256891731,332.9297658862876,354,-0.4856174786395453,-0.476810723767307,0.010704070661062971,0.13813813813813813,HS_lung_cancer,gene-HS_8,190,200,5589.162378787801,571.8402964420096
7,ATP6_COX3,Homo_sapiens,0.20845862747722255,2274.379528456965,19546.540583908998,1585.7199038827814,13628.041436420071,COX3,ATP6,99.5,False,NC_012920.1,gene,1.0,116798.13,9207,9505,299,858.9321082874793,902.3037940700765,1426.9464882943143,1499,-0.02834979720894496,0.0017665086589130016,0.01625095441091884,0.365,HS_lung_cancer,gene-HS_9,118,200,3471.1640036682124,355.14292094819535
8,COX3_ND3,Homo_sapiens,0.1573646308818667,19546.540583908998,1669.3124399736118,13628.041436420071,1163.8611448728461,ND3,COX3,99.5,False,NC_012920.1,gene,69.0,633244.28,9991,10289,299,123.49173548440676,131.82423675873696,205.1571906354515,219,-0.5390227585028788,-0.5332368603415776,0.007944703146860356,0.1256544502617801,HS_lung_cancer,gene-HS_10,186,268,4083.205822680796,417.762353253
9,ND3_ND4L,Homo_sapiens,0.9720232505801004,1669.3124399736118,1578.4505875766245,1163.8611448728461,1100.5113626369352,ND4L,ND3,99.4,False,NC_012920.1,gene,66.0,86123.54,10405,10703,299,158.3799324122014,172.75596324090188,263.1170568561873,287,-0.5147971931162291,-0.5048148063634265,0.010127014980305948,0.16891891891891891,HS_lung_cancer,gene-HS_11,151,265,3352.3873652312122,342.9906048172531
