,gpair,_org,_coexpression,_left_tpm,_right_tpm,_left_rpkm,_right_rpkm,_right_gene,_left_gene,_neigh_freq,_strand_switch,_Chromosome,_Feature,_junction_size,_sum_around_junction,_Position,last_Position,count_Position,mean_RPM,median_RPM,mean_coverage,median_coverage,mean_z,median_z,mean_ends_ratio,max_ends_ratio,dataset,ID,junc_counts,glengths,junc_tpm,junc_rpkm
0,RNR1_RNR2,Homo_sapiens,0.20713011622821675,96154.91756992028,832294.4969418396,66195.13422737179,572969.6133503079,RNR2,RNR1,99.6,False,NC_012920.1,gene,70.0,466789.6,1602,1900,299,3312.8215474629255,4707.641040813466,5318.652173913043,7558,1.6220505626718669,2.5608888774181624,0.022301638956393154,0.5338491295938105,HS_lung_cancer,gene-HS_0,2491,269,58032.022310051885,5767.902364301616
1,RNR2_ND1,Homo_sapiens,0.004103396044305985,832294.4969418396,1711.1276905227512,572969.6133503079,1177.9774765233585,ND1,RNR2,99.5,False,NC_012920.1,gene,78.0,1146950.74,3230,3528,299,134.1167381828516,131.425279123001,215.3210702341137,211,-0.517502175476203,-0.5193137682306813,0.015033327308269425,0.13544668587896252,HS_lung_cancer,gene-HS_1,3062,277,69274.22485902159,6885.284183527452
2,ND1_ND2,Homo_sapiens,0.7478608562955362,1711.1276905227512,1021.9993730723793,1177.9774765233585,703.5665714301343,ND2,ND1,99.4,False,NC_012920.1,gene,208.0,71287.45999999999,4263,4561,299,49.8357392328227,46.092277986265756,80.01003344481606,74,-0.574230828464345,-0.5767505128140339,0.00653347783875269,0.16326530612244894,HS_lung_cancer,gene-HS_2gene-HS_3,55,400,1723.3716781959406,171.2888708949065
3,ND2_COX1,Homo_sapiens,0.1440690794682984,1021.9993730723793,13165.630295197492,703.5665714301343,9063.505919443254,COX1,ND2,99.5,False,NC_012920.1,gene,393.0,34303.79,5512,5810,299,648.9436934578117,834.0210841028357,1041.8628762541805,1339,-0.17097757255768062,-0.04640392961738393,0.01626875873348008,0.4903047091412742,HS_lung_cancer,gene-HS_4gene-HS_5,315,400,9870.219611485842,981.0180787617371
4,COX1_COX2,Homo_sapiens,0.723481405275735,13165.630295197492,7461.770433017266,9063.505919443254,5136.844873568142,COX2,COX1,99.5,False,NC_012920.1,gene,141.0,412705.38,7446,7744,299,192.0914329472816,143.25978293028544,308.39799331103677,230,-0.47848001885303787,-0.5113480883249608,0.011406118218497912,0.2857142857142857,HS_lung_cancer,gene-HS_6,413,340,7612.326236309342,756.6021783914052
5,COX2_ATP8,Homo_sapiens,0.14455384659387494,7461.770433017266,581.3305961550029,5136.844873568142,400.20061184053696,ATP8,COX2,99.5,False,NC_012920.1,gene,95.0,195449.64,8272,8526,255,150.28720655331043,106.51053426556005,241.28235294117647,171,-0.5066180034769199,-0.5360836206637769,0.0108401075946981,0.6724137931034483,HS_lung_cancer,gene-HS_7,1280,255,31456.909063683488,3126.5562174043544
6,ATP8_ATP6,Homo_sapiens,0.45258778997863813,581.3305961550029,1987.58800495194,400.20061184053696,1368.2987630958755,ATP6,ATP8,99.6,False,NC_012920.1,gene,1.0,51387.66,8527,8825,299,195.50991926091515,199.9408274809636,313.88628762541805,321,-0.4761790717089992,-0.4731966740396682,0.010404111461480271,0.11246200607902736,HS_lung_cancer,gene-HS_8,174,200,5452.121309201703,541.8957006493405
7,ATP6_COX3,Homo_sapiens,0.17530983590262528,1987.58800495194,20687.55734235114,1368.2987630958755,14241.76391308949,COX3,ATP6,99.5,False,NC_012920.1,gene,1.0,101068.61,9207,9505,299,856.8005769971597,869.5245955246891,1375.571906354515,1396,-0.03107129279832871,-0.02250688990022263,0.01664642739570066,0.3935018050541516,HS_lung_cancer,gene-HS_9,86,200,2694.726624088198,267.83350721749014
8,COX3_ND3,Homo_sapiens,0.13836564822579733,20687.55734235114,1537.5990882177048,14241.76391308949,1058.5166167756704,ND3,COX3,99.5,False,NC_012920.1,gene,69.0,691083.28,9991,10289,299,119.75742912747197,118.96790669428052,192.26755852842808,191,-0.5271672752104283,-0.5276986944472289,0.00818462841594611,0.12637362637362634,HS_lung_cancer,gene-HS_10,158,268,3694.6095679098858,367.213590249596
9,ND3_ND4L,Homo_sapiens,0.8679773642144566,1537.5990882177048,1178.952753788034,1058.5166167756704,811.616688537849,ND4L,ND3,99.4,False,NC_012920.1,gene,66.0,82028.79000000001,10405,10703,299,132.50644572676447,143.88265155172147,212.73578595317727,231,-0.5185860463734249,-0.5109288420141335,0.009847313464688565,0.18907563025210086,HS_lung_cancer,gene-HS_11,124,265,2932.3922894860602,291.4555058794978
