,gpair,_org,_coexpression,_left_tpm,_right_tpm,_left_rpkm,_right_rpkm,_right_gene,_left_gene,_neigh_freq,_strand_switch,_Chromosome,_Feature,_junction_size,_sum_around_junction,_Position,last_Position,count_Position,mean_RPM,median_RPM,mean_coverage,median_coverage,mean_z,median_z,mean_ends_ratio,max_ends_ratio,dataset,ID,junc_counts,glengths,junc_tpm,junc_rpkm
0,RNR1_RNR2,Homo_sapiens,0.2860818506474191,132663.67158123114,794788.8828608345,92737.71259543837,555592.2138613977,RNR2,RNR1,99.6,False,NC_012920.1,gene,70.0,566091.6200000001,1602,1900,299,2920.599733380203,4144.723635729415,5325.076923076923,7557,1.5614485571360632,2.483689944753747,0.020974168395370092,0.5972762645914397,HS_lung_cancer,gene-HS_0,3348,269,67524.98412881017,6826.204972283547
1,RNR2_ND1,Homo_sapiens,0.0043645480453265995,794788.8828608345,1738.2404495469827,555592.2138613977,1215.1061500898475,ND1,RNR2,99.5,False,NC_012920.1,gene,78.0,1186070.87,3230,3528,299,125.80679834661346,126.146147441811,229.38127090301003,230,-0.5441174803892687,-0.5438618185401367,0.014998909040462378,0.152046783625731,HS_lung_cancer,gene-HS_1,3378,277,66162.39193196378,6688.458421887262
2,ND1_ND2,Homo_sapiens,0.737310778786398,1738.2404495469827,1014.9951373954902,1215.1061500898475,709.5260233312241,ND2,ND1,99.4,False,NC_012920.1,gene,208.0,73763.28,4263,4561,299,44.2511220137596,38.94076725377643,80.68227424749163,71,-0.605560623493465,-0.6095613859434024,0.008632872392437606,0.20535714285714285,HS_lung_cancer,gene-HS_2gene-HS_3,33,400,895.1900897721744,90.49614925173395
3,ND2_COX1,Homo_sapiens,0.12730335943911986,1014.9951373954902,14931.09052550314,709.5260233312241,10437.485751649308,COX1,ND2,99.5,False,NC_012920.1,gene,393.0,38182.39,5512,5810,299,697.0872427159261,871.5053403697289,1270.9866220735787,1589,-0.11372112204440765,0.01768354058588869,0.017771390762447353,0.5475687103594079,HS_lung_cancer,gene-HS_4gene-HS_5,555,400,15055.469691622933,1521.9806919609803
4,COX1_COX2,Homo_sapiens,0.6814942222036542,14931.09052550314,7717.411706254801,10437.485751649308,5394.8085430238,COX2,COX1,99.5,False,NC_012920.1,gene,141.0,543213.1,7446,7744,299,200.07472357017076,164.53845318497085,364.7926421404682,300,-0.4881648482396844,-0.5149374806896424,0.011921836688292954,0.2720970537261698,HS_lung_cancer,gene-HS_6,593,340,9462.526260871646,956.5813993988992
5,COX2_ATP8,Homo_sapiens,0.15829187593725458,7717.411706254801,663.2992277127958,5394.8085430238,463.67519013478096,ATP8,COX2,99.5,False,NC_012920.1,gene,95.0,231897.13,8272,8526,255,161.9058379340113,121.75845535687841,295.2,222,-0.5169208638565329,-0.5471674571516217,0.01097016327882291,0.64576802507837,HS_lung_cancer,gene-HS_7,1453,255,30914.110527367066,3125.1551957877473
6,ATP8_ATP6,Homo_sapiens,0.44445066010293144,663.2992277127958,2321.505553808648,463.67519013478096,1622.8339851576907,ATP6,ATP8,99.6,False,NC_012920.1,gene,1.0,66944.78,8527,8825,299,215.99845057238628,214.99691216169526,393.82608695652175,392,-0.476168088713638,-0.4769226366575641,0.011100596867268114,0.09269662921348316,HS_lung_cancer,gene-HS_8,278,200,7541.298332020136,762.3614997570315
7,ATP6_COX3,Homo_sapiens,0.22033441943555554,2321.505553808648,18751.058231330277,1622.8339851576907,13107.810362784006,COX3,ATP6,99.5,False,NC_012920.1,gene,1.0,135719.9,9207,9505,299,852.9530336193075,879.1838015183607,1555.1739130434783,1603,0.003706438196022456,0.023468408155987552,0.016455258526949703,0.3765264586160109,HS_lung_cancer,gene-HS_9,118,200,3200.982745245957,323.592291263776
8,COX3_ND3,Homo_sapiens,0.21941971722207587,18751.058231330277,2310.680363321935,13107.810362784006,1615.2667032320358,ND3,COX3,99.5,False,NC_012920.1,gene,69.0,664595.9900000001,9991,10289,299,136.22940136776174,140.40614671784178,248.3846153846154,256,-0.5362652067310509,-0.5331184930528102,0.009244638204766804,0.14025974025974025,HS_lung_cancer,gene-HS_10,167,268,3380.7495475339915,341.7651950483847
9,ND3_ND4L,Homo_sapiens,0.6498464228913539,2310.680363321935,1112.1604193840694,1615.2667032320358,777.4488079783695,ND4L,ND3,99.4,False,NC_012920.1,gene,66.0,106935.92,10405,10703,299,124.68969781161184,130.53383952674352,227.34448160535118,238,-0.544959091557494,-0.5405561799286517,0.009492658426950323,0.1946564885496183,HS_lung_cancer,gene-HS_11,227,265,4647.413387725182,469.81419966023117
