,gpair,_org,_coexpression,_left_tpm,_right_tpm,_left_rpkm,_right_rpkm,_right_gene,_left_gene,_neigh_freq,_strand_switch,_Chromosome,_Feature,_junction_size,_sum_around_junction,_Position,last_Position,count_Position,mean_RPM,median_RPM,mean_coverage,median_coverage,mean_z,median_z,mean_ends_ratio,max_ends_ratio,dataset,ID,junc_counts,glengths,junc_tpm,junc_rpkm
0,RNR1_RNR2,Homo_sapiens,0.20562397872874683,95522.33889650859,833574.9335818037,65708.0244199852,573400.55451346,RNR2,RNR1,99.6,False,NC_012920.1,gene,70.0,461748.54000000004,1602,1900,299,3328.820900960323,4721.363198157028,5317.52508361204,7542,1.6238323341556005,2.5563905524112625,0.0230245046101625,0.5581896551724138,HS_lung_cancer,gene-HS_0,2448,269,57539.11918069456,5696.918623287485
1,RNR2_ND1,Homo_sapiens,0.003966267545612023,833574.9335818037,1656.3754169804693,573400.55451346,1139.389566931908,ND1,RNR2,99.5,False,NC_012920.1,gene,78.0,1143473.1800000002,3230,3528,299,124.61147111422842,124.57587860424937,199.05685618729098,199,-0.5219637704442827,-0.5219876060489581,0.016420610658684734,0.16891891891891891,HS_lung_cancer,gene-HS_1,2900,277,66194.56075962671,6553.889446371262
2,ND1_ND2,Homo_sapiens,0.7817500366197979,1656.3754169804693,1062.8947931899097,1139.389566931908,731.145382678129,ND2,ND1,99.4,False,NC_012920.1,gene,208.0,63193.06,4263,4561,299,40.13997654830451,28.796434250228486,64.12040133779264,46,-0.5785326708104476,-0.5861292182298671,0.00802422487430006,0.20212765957446807,HS_lung_cancer,gene-HS_2gene-HS_3,63,400,1991.6573789935273,197.19297367004293
3,ND2_COX1,Homo_sapiens,0.14930982711664553,1062.8947931899097,13174.544412463212,731.145382678129,9062.521876837684,COX1,ND2,99.5,False,NC_012920.1,gene,393.0,33788.13,5512,5810,299,652.0715322353617,807.5521778868425,1041.6321070234114,1290,-0.16873413010204455,-0.06461179631450338,0.015988635924890752,0.5285714285714286,HS_lung_cancer,gene-HS_4gene-HS_5,327,400,10337.65020525212,1023.5254347635562
4,COX1_COX2,Homo_sapiens,0.7129380520813551,13174.544412463212,7297.73267376135,9062.521876837684,5019.973362017012,COX2,COX1,99.5,False,NC_012920.1,gene,141.0,426922.64,7446,7744,299,196.35131549288775,145.86019957180955,313.6555183946488,233,-0.47392100607986914,-0.5077339144532006,0.011086238142602657,0.22661122661122665,HS_lung_cancer,gene-HS_6,409,340,7605.862446389845,753.0525325027784
5,COX2_ATP8,Homo_sapiens,0.12429840538229942,7297.73267376135,483.6038615405248,5019.973362017012,332.66202137420015,ATP8,COX2,99.5,False,NC_012920.1,gene,95.0,196656.85000000003,8272,8526,255,150.87563991053227,103.91756707691151,241.01176470588234,166,-0.504375172592747,-0.535822071421311,0.009854281991656038,0.6745762711864407,HS_lung_cancer,gene-HS_7,1284,255,31836.76407877608,3152.14165194317
6,ATP8_ATP6,Homo_sapiens,0.39359094598961264,483.6038615405248,1973.7893608802358,332.66202137420015,1357.7326625674355,ATP6,ATP8,99.6,False,NC_012920.1,gene,1.0,50530.67,8527,8825,299,194.7999007932064,197.1929736700429,311.17725752508363,315,-0.4749599580248279,-0.4733573641340206,0.010462110706951855,0.12345679012345677,HS_lung_cancer,gene-HS_8,158,200,4994.950252079005,494.54745777566325
7,ATP6_COX3,Homo_sapiens,0.17512323806673424,1973.7893608802358,20567.92906175519,1357.7326625674355,14148.292437882617,COX3,ATP6,99.5,False,NC_012920.1,gene,1.0,102044.43,9207,9505,299,846.9656484961599,872.6571596699678,1352.9598662207359,1394,-0.03821736937272346,-0.02101226908042154,0.016650585255760852,0.3684210526315789,HS_lung_cancer,gene-HS_9,78,200,2465.861516849129,244.14368168671982
8,COX3_ND3,Homo_sapiens,0.1447235548298127,20567.92906175519,1604.431413471415,14148.292437882617,1103.6582616636956,ND3,COX3,99.5,False,NC_012920.1,gene,69.0,684776.64,9991,10289,299,119.09044471333762,114.55972756069158,190.23745819397993,183,-0.525661093357721,-0.5286952256234322,0.007295977352746108,0.1330049261083744,HS_lung_cancer,gene-HS_10,139,268,3279.322147359633,324.68400071234265
9,ND3_ND4L,Homo_sapiens,0.8537534402581379,1604.431413471415,1195.0211124017924,1103.6582616636956,822.0325982717841,ND4L,ND3,99.4,False,NC_012920.1,gene,66.0,85421.22,10405,10703,299,133.5933456913319,150.8682750935884,213.4046822742475,241,-0.5159487854997821,-0.5043801046659635,0.009348224795656097,0.1056338028169014,HS_lung_cancer,gene-HS_11,136,265,3244.868565955312,321.27276932166325
10,ND4L_ND4,Homo_sapiens,0.7578250919043771,1195.0211124017924,1958.7966356982693,822.0325982717841,1347.4194482579935,ND4,ND4L,99.6,False,NC_012920.1,gene,1.0,66976.5,10760,11058,299,169.15445051466557,166.51851109914742,270.2107023411371,266,-0.4921342122404915,-0.4938994490808477,0.010495263635051256,0.1859756097560976,HS_lung_cancer,gene-HS_12,193,200,6101.426573742076,604.0991098145761
11,ND4_ND5,Homo_sapiens,0.8235121052956482,1958.7966356982693,1371.1086604212621,1347.4194482579935,943.1599182158052,ND5,ND4,98.9,False,NC_012920.1,gene,200.0,102526.94,12138,12436,299,139.14368357102902,131.4619824466953,222.27090301003344,210,-0.5122318332648458,-0.5173761175915071,0.004083039325791209,0.1531791907514451,HS_lung_cancer,gene-HS_13,96,399,1521.2563820931582,150.61881268507872
12,ND5_ND6,Homo_sapiens,0.7774482382715637,1371.1086604212621,871.9189206486749,943.1599182158052,599.7766636797072,ND6,ND5,84.4,True,NC_012920.1,gene,1.0,66579.29999999999,14149,14447,299,113.86672045462613,110.17766147913512,181.89297658862876,176,-0.5291593188674014,-0.5316298091872647,0.007792176826355127,0.10948905109489053,HS_lung_cancer,gene-HS_14,141,200,4457.518895842656,441.33665535676283
13,ND6_CYTB,Homo_sapiens,0.7041036717062634,871.9189206486749,1604.758749660138,599.7766636797072,1103.8834300853507,CYTB,ND6,99.2,True,NC_012920.1,gene,74.0,58151.61,14674,14972,299,123.43691828491507,107.67362371824566,197.18060200668896,172,-0.5227503453985634,-0.5333067140808831,0.010850681222246512,0.17216117216117216,HS_lung_cancer,gene-HS_15,110,273,2547.6168578322918,252.23823598703092
