,gpair,_org,_coexpression,_left_tpm,_right_tpm,_left_rpkm,_right_rpkm,_right_gene,_left_gene,_neigh_freq,_strand_switch,_Chromosome,_Feature,_junction_size,_sum_around_junction,_Position,last_Position,count_Position,mean_RPM,median_RPM,mean_coverage,median_coverage,mean_z,median_z,mean_ends_ratio,max_ends_ratio,dataset,ID,junc_counts,glengths,junc_tpm,junc_rpkm
0,RNR1_RNR2,Homo_sapiens,0.20667986067415267,95962.9623342866,832651.5821237225,66074.88690414473,573318.6823446465,RNR2,RNR1,99.6,False,NC_012920.1,gene,70.0,459254.39,1602,1900,299,3317.8527673571543,4719.649207989929,5302.632107023412,7543,1.6211153763856712,2.5630335369943533,0.02001640302382912,0.6848920863309352,HS_lung_cancer,gene-HS_0,2557,269,59952.79726658423,5947.631608433949
1,RNR2_ND1,Homo_sapiens,0.004080845552226209,832651.5821237225,1702.434939757771,573318.6823446465,1172.2042897582398,ND1,RNR2,99.5,False,NC_012920.1,gene,78.0,1135354.58,3230,3528,299,134.42697800075865,137.65382815296093,214.8428093645485,220,-0.5179445306228488,-0.5157762923024902,0.014092484304534325,0.16352201257861634,HS_lung_cancer,gene-HS_1,2948,277,67124.13670968839,6659.066055052984
2,ND1_ND2,Homo_sapiens,0.7316165751060768,1702.434939757771,981.9819429370626,1172.2042897582398,676.1394630092217,ND2,ND1,99.4,False,NC_012920.1,gene,208.0,68938.95,4263,4561,299,54.59278000690856,48.17883985353632,87.25083612040133,77,-0.5715880402996834,-0.5758978006446244,0.005663490307987443,0.14814814814814814,HS_lung_cancer,gene-HS_2gene-HS_3,46,400,1450.6372963956069,143.91082034173186
3,ND2_COX1,Homo_sapiens,0.14001811703916955,981.9819429370626,13044.516394593873,676.1394630092217,8981.745920781128,COX1,ND2,99.5,False,NC_012920.1,gene,393.0,37914.62,5512,5810,299,657.3964298079693,811.5318868835924,1050.6588628762543,1297,-0.16654228003757826,-0.06297304415928379,0.015834470859575712,0.4985590778097983,HS_lung_cancer,gene-HS_4gene-HS_5,331,400,10438.281415368387,1035.5322072415925
4,COX1_COX2,Homo_sapiens,0.7209184444149321,13044.516394593873,7352.175806361442,8981.745920781128,5062.309177289246,COX2,COX1,99.5,False,NC_012920.1,gene,141.0,416397.65,7446,7744,299,203.2266877633748,134.52533205857546,324.7993311036789,215,-0.47171549608430935,-0.5178784429438236,0.010637580135123318,0.311787072243346,HS_lung_cancer,gene-HS_6,347,340,6436.971123392271,638.5812616186822
5,COX2_ATP8,Homo_sapiens,0.12850862360500492,7352.175806361442,504.8476339749454,5062.309177289246,347.6106771539417,ATP8,COX2,99.5,False,NC_012920.1,gene,95.0,199720.99000000002,8272,8526,255,154.4593730552717,115.75435549226259,246.85882352941175,185,-0.5044840336809279,-0.5304913467918237,0.009256927501602348,0.6732329084588644,HS_lung_cancer,gene-HS_7,1258,255,31115.118821239103,3086.782813127003
6,ATP8_ATP6,Homo_sapiens,0.41912850812407687,504.8476339749454,1904.1874194244415,347.6106771539417,1311.120095943634,ATP6,ATP8,99.6,False,NC_012920.1,gene,1.0,52989.26,8527,8825,299,194.45852814098353,197.09525394628497,310.7859531772575,315,-0.4776071423633639,-0.4758354301171563,0.010223147395530988,0.1267123287671233,HS_lung_cancer,gene-HS_8,152,200,4793.410196785483,475.5314063465924
7,ATP6_COX3,Homo_sapiens,0.17151387089885306,1904.1874194244415,20300.283967585394,1311.120095943634,13977.673621700822,COX3,ATP6,99.5,False,NC_012920.1,gene,1.0,103573.47,9207,9505,299,868.4788863595206,908.5152658095419,1388.0133779264213,1452,-0.024708278003695405,0.00219362572205047,0.01683324819631764,0.4118942731277533,HS_lung_cancer,gene-HS_9,76,200,2396.705098392741,237.76570317329617
8,COX3_ND3,Homo_sapiens,0.1418372734960912,20300.283967585394,1549.5612349173182,13977.673621700822,1066.943754732619,ND3,COX3,99.5,False,NC_012920.1,gene,69.0,667692.44,9991,10289,299,126.6256178403111,120.75994924327937,202.37458193979933,193,-0.5231865490782945,-0.5271279057656904,0.007804354863096784,0.1326530612244898,HS_lung_cancer,gene-HS_10,190,268,4471.464735807353,443.59272980092567
9,ND3_ND4L,Homo_sapiens,0.910220530616814,1549.5612349173182,1294.245752553951,1066.943754732619,891.1473723401053,ND4L,ND3,99.4,False,NC_012920.1,gene,66.0,85323.82999999999,10405,10703,299,143.50066299424074,147.0393164361174,229.34448160535118,235,-0.5118475907025666,-0.5094698403784902,0.009416819262414009,0.15636363636363634,HS_lung_cancer,gene-HS_11,125,265,2975.055981123065,295.1411409797619
