,gpair,_org,_coexpression,_left_tpm,_right_tpm,_left_rpkm,_right_rpkm,_right_gene,_left_gene,_neigh_freq,_strand_switch,_Chromosome,_Feature,_junction_size,_sum_around_junction,_Position,last_Position,count_Position,mean_RPM,median_RPM,mean_coverage,median_coverage,mean_z,median_z,mean_ends_ratio,max_ends_ratio,dataset,ID,junc_counts,glengths,junc_tpm,junc_rpkm
0,RNR1_RNR2,Homo_sapiens,0.27025903094916315,125238.37703564488,801564.1545637724,87313.54361140847,558833.5494552612,RNR2,RNR1,99.6,False,NC_012920.1,gene,70.0,542116.6599999999,1602,1900,299,3207.0427966864604,4536.8512791542635,5313.672240802675,7517,1.5966830173927293,2.5163780469536774,0.022524276583783597,0.5802269043760129,HS_lung_cancer,gene-HS_0,3046,269,67314.85251552361,6834.198862406988
1,RNR2_ND1,Homo_sapiens,0.004474941131134114,801564.1545637724,1797.4980512313505,558833.5494552612,1253.1775658745635,ND1,RNR2,99.5,False,NC_012920.1,gene,78.0,1172025.19,3230,3528,299,147.9392886710818,150.2828214060678,245.1170568561873,249,-0.5189917796375423,-0.5173709933089878,0.014225405813304793,0.17777777777777778,HS_lung_cancer,gene-HS_1,3228,277,69276.67523308031,7033.374617586402
2,ND1_ND2,Homo_sapiens,0.7663431779589495,1797.4980512313505,1116.5993202847255,1253.1775658745635,778.469393773771,ND2,ND1,99.4,False,NC_012920.1,gene,208.0,77060.48,4263,4561,299,55.73409332101565,47.07654646455136,92.34448160535118,78,-0.582760856900294,-0.5887484129409245,0.006701120867752674,0.14423076923076922,HS_lung_cancer,gene-HS_2gene-HS_3,39,400,1159.225406665066,117.69136616137841
3,ND2_COX1,Homo_sapiens,0.14650264838899252,1116.5993202847255,14126.801840900314,778.469393773771,9848.90700295575,COX1,ND2,99.5,False,NC_012920.1,gene,393.0,38227.68,5512,5810,299,679.7819397896425,843.7565635569591,1126.314381270903,1398,-0.15116960885807482,-0.03776482279965899,0.017363169034521668,0.580046403712297,HS_lung_cancer,gene-HS_4gene-HS_5,491,400,14594.350632629423,1481.7041226983795
4,COX1_COX2,Homo_sapiens,0.6831910713863557,14126.801840900314,7329.313065266397,9848.90700295575,5109.8418161684085,COX2,COX1,99.5,False,NC_012920.1,gene,141.0,493743.62,7446,7744,299,194.42036385499495,164.1643671584355,322.1304347826087,272,-0.48684548610814493,-0.5077705216625871,0.012059135066332695,0.27865612648221344,HS_lung_cancer,gene-HS_6,536,340,9371.716711500385,951.471678167403
5,COX2_ATP8,Homo_sapiens,0.14008727526618958,7329.313065266397,552.0385355893515,5109.8418161684085,384.8695734745931,ATP8,COX2,99.5,False,NC_012920.1,gene,95.0,208392.62,8272,8526,255,146.2331496614301,109.24172961645893,242.29019607843136,181,-0.5201717447134196,-0.5457549964374773,0.01053518151922363,0.6208791208791209,HS_lung_cancer,gene-HS_7,1364,255,31798.561180314733,3228.376539851586
6,ATP8_ATP6,Homo_sapiens,0.3871692993507122,552.0385355893515,2299.626286570499,384.8695734745931,1603.2507352380248,ATP6,ATP8,99.6,False,NC_012920.1,gene,1.0,51247.87000000001,8527,8825,299,195.36504371715986,191.32391319567668,323.69565217391306,317,-0.4861921458826808,-0.4889869901804985,0.010582560894070113,0.09863945578231292,HS_lung_cancer,gene-HS_8,173,200,5142.205009052729,522.0668293825247
7,ATP6_COX3,Homo_sapiens,0.2128301723703261,2299.626286570499,19310.338700622506,1603.2507352380248,13462.759101453332,COX3,ATP6,99.5,False,NC_012920.1,gene,1.0,118859.07,9207,9505,299,832.686853377232,843.1530180894647,1379.6588628762543,1397,-0.045420630057018685,-0.03818223461037207,0.016848821317638225,0.4049586776859504,HS_lung_cancer,gene-HS_9,112,200,3329.057578115061,337.98546179677896
8,COX3_ND3,Homo_sapiens,0.16522209527136356,19310.338700622506,1738.8996304642242,13462.759101453332,1212.3239881748627,ND3,COX3,99.5,False,NC_012920.1,gene,69.0,627040.04,9991,10289,299,123.50478069777776,125.53745723880364,204.63210702341138,208,-0.5358906758538694,-0.5344848775482242,0.008195847791579752,0.1497326203208556,HS_lung_cancer,gene-HS_10,176,268,3904.01208520956,396.3582174589092
9,ND3_ND4L,Homo_sapiens,0.9266130185515008,1738.8996304642242,1501.1240711790329,1212.3239881748627,1046.5519049142688,ND4L,ND3,99.4,False,NC_012920.1,gene,66.0,84890.83,10405,10703,299,149.06765628422326,173.21754917084922,246.9866220735786,287,-0.5182114010349049,-0.5015093445018909,0.010164212580977511,0.16845878136200718,HS_lung_cancer,gene-HS_11,142,265,3185.486361808212,323.4092693742764
10,ND4L_ND4,Homo_sapiens,0.8107479771856818,1501.1240711790329,2201.935605614308,1046.5519049142688,1535.1428618050365,ND4,ND4L,99.6,False,NC_012920.1,gene,1.0,74070.53,10760,11058,299,167.41624591473396,167.18209449590677,277.38795986622074,277,-0.5055215235787786,-0.5056834626090216,0.010895533763697207,0.16883116883116886,HS_lung_cancer,gene-HS_12,197,200,5855.574490077385,594.4922854818344
11,ND4_ND5,Homo_sapiens,0.7694672663172407,2201.935605614308,1376.8974401744335,1535.1428618050365,959.943729204428,ND5,ND4,98.9,False,NC_012920.1,gene,200.0,115453.23000000001,12138,12436,299,127.86080450664934,124.33036630381511,211.8494983277592,206,-0.5328780514808973,-0.5353197011696503,0.0052677223252283805,0.1180327868852459,HS_lung_cancer,gene-HS_13,134,399,1996.4810037030893,202.6944677800232
12,ND5_ND6,Homo_sapiens,0.6607771130565934,1376.8974401744335,679.3658653564538,959.943729204428,473.63949068120047,ND6,ND5,84.4,True,NC_012920.1,gene,1.0,59260.619999999995,14149,14447,299,93.33356296320761,95.36018386409121,154.64214046822744,158,-0.5567570783111555,-0.5553554680838781,0.007924967060520193,0.06756756756756757,HS_lung_cancer,gene-HS_14,140,200,4161.3219726438265,422.48182724597376
13,ND6_CYTB,Homo_sapiens,0.5595610566968434,679.3658653564538,1748.8440939528405,473.63949068120047,1219.257057470852,CYTB,ND6,99.2,True,NC_012920.1,gene,74.0,52678.07,14674,14972,299,124.46359038694095,110.44882055144743,206.22073578595317,183,-0.5352275634455469,-0.5449201728160512,0.011523048864110643,0.2033898305084746,HS_lung_cancer,gene-HS_15,151,273,3288.1194027693236,333.8291779913241
